Structures,chem_comp,solvent_removed,framework_count,framework_mean_dim
AXIMUP_clean,La124O496N496C2976H96,1,1,3.0
AXINEA_clean,O3968N1984C11904H320La496,1,1,3.0
AXINIF_clean,Co12H3720C6696O1612,1,2,3.0
AXIPEE01_clean,Fe8Au496C4464N1984H2480,1,1,3.0
AXIPEE02_clean,C22032H12240N9792Fe24Au2448,1,1,3.0
AXIPEE03_clean,C7344H4080N3264Fe8Au816,1,1,3.0
AXIPEE_clean,Fe8Au496C4464N1984H2480,1,1,3.0
AXOCAT_clean,Cs408S612C204H4O1836,1,1,3.0
AXOCEW_clean,Zn124H32C2108O496F744,1,1,2.0
AXOHIE_clean,Cd496H320C14384N1488O1984,1,4,3.0
AXUBAW_clean5b,Zn248C2232O806H72,1,1,3.0
AXUBAW_manual,Zn248H72C2232O806,1,1,3.0
AXUBOL_clean,Ni12H2356C3720N372O1612,1,1,3.0
AXUDII04_clean,Co4C1224N1224K204,1,1,3.0
AXUHAD_clean,Co8H8432C8432S496N496O1488,1,1,3.0
AXUHEH_clean,Na124Co6H8184C8184S496N496O1736,1,1,3.0
AXUHIL_clean,Cd248H240C6324S496N124O1488,1,1,3.0
AXUJOT_clean,W558Co10Si62O2480C372H868N124K248,1,1,3.0
AXUPEO_clean,Mn2Al306P408O1632,1,1,3.0
AYAWEE_clean,S102O408N612C1836H1836Mn2,1,1,3.0
AYOXUJ_clean,Co8O1632N816C7344H6528,1,1,3.0
AYOYEU_clean,C4080H3672N816O816Co4,1,1,3.0
AYOYOE_clean,Ni5N1020O816C4284H3366,1,1,3.0
AYUPOZ_clean,Ni8F496S124O496,1,1,3.0
AYUWUM_clean,Na186H62C1860S434O1178,1,1,3.0
AZAFIS_clean,Br204O408C816H4Ca102,1,1,3.0
AZAVOO_clean,Mg248O1488H104C5952,1,1,3.0
AZAVUU_clean,Cu372C5952H96O1488,1,1,3.0
AZAWAB_clean,Cu372O1550C5952H100,1,1,3.0
AZAWAZ_clean,U124Na2O682C310,1,1,3.0
AZEBUE_clean,Ho248S372C2232O1488H24,1,1,3.0
AZEWEH_clean,Nd4S408O1632,1,1,3.0
AZILEA_clean,Pr248P248H40C1736N248O1240,1,1,3.0
AZILEC_clean,Co8O1632N1632C6528H4896,1,2,3.0
AZIMIH_clean,Zn744O3968C4960H32,1,1,3.0
AZIVAI_clean,N816C4080H48Cu204,1,1,3.0
AZIXUD_clean,Zn248H32C2108O1240,1,1,3.0
AZOBUN_clean,Gd62Co1H992C1736N248O620,1,1,3.0
AZOHEC_clean,Zn310P248N372C1984H48O992,1,1,3.0
BABREE_clean,Cu744O3782H94C5952,1,1,3.0
BACGAQ_clean,O248Cd62N248C1984H52,1,1,3.0
BACMOH10_clean,Cu124H36C868N372O496,1,1,3.0
BACMOH_clean,Cu4C1428N612O816,1,1,3.0
BADHIA_clean,O2976C5952H96Sc496,1,1,3.0
BADHOG_clean,O2976C5952H96Sc496,1,1,3.0
BADHUM01_clean,Sc248O1488C2976H48,1,1,3.0
BADHUM_clean,O2976C5952H96Sc496,1,1,3.0
BADJAU_clean,Sc1488O8928C17856H288,1,1,3.0
BADJIC_clean,O1488C3472H64Sc248,1,1,3.0
BADXAI_clean,Tb558O5580C10044H306N1116,1,1,3.0
BADYAJ_clean,C9792H120N2448O2448Tb408,1,1,3.0
BAEDTA01_clean,Ba816H96C4080N816O3264,1,1,3.0
BAFCAP_clean,Zn93C2914H86O992,1,1,3.0
BAFHAU_clean,C2448N816Cu16,1,1,3.0
BAFKUR_clean,O408N714C2550H1836Co2,1,1,3.0
BAFVAH_clean,C24480H272O13872Cu816,1,1,3.0
BAHGUN01_clean,Cu62H16C744N124O248,1,1,3.0
BAHGUN02_clean,Cu62H16C744N124O248,1,1,3.0
BAHGUN03_clean,Cu62H16C744N124O248,1,1,3.0
BAHGUN04_clean,Cu62H16C744N124O248,1,1,3.0
BAHGUN_clean,Cu62H16C744N124O248,1,1,3.0
BAHMAZ_clean,Ag372H80C2728N496O992,1,1,2.0
BAKFAV_clean,Zn186P248H8O744,1,1,3.0
BAKGAX_clean,Co12H496C1116S124N1488O620,1,1,3.0
BAKGIF_clean,Ni2H620C744N744,1,1,3.0
BAKGIF_clean5b,Ni2H620C744N744,1,1,3.0
BAKGIF_manual,Ni2H620C744N744,1,1,3.0
BAKJEE_clean,Co8H1736C3224N248O992,1,1,3.0
BAKJII_clean,Co4H868C1612N124O496,1,1,3.0
BAKJOO_clean,Co6H1302C2418N186O744,1,1,3.0
BAKLIK_clean,Mn3H3348C2790N558O558,1,1,3.0
BAKYIY_clean,O1364C1984H64N620Mg248,1,1,3.0
BAKYOE_clean,O1364C1984N620H48Mg248,1,1,3.0
BALMUW01_clean,Ba124C248O16,1,1,3.0
BALMUW_clean,Ba124C248O16,1,1,3.0
BAMKIM_clean,Cu248O620H84N744C2728,1,1,3.0
BAMKOS_clean,Cu248O620H84N744C2728,1,1,3.0
BANMAG_clean,Nd124Co6H1488C1488O1860,1,1,3.0
BAPDAA_clean,Cd558C2232H18O1674,1,1,3.0
BAPVEW_clean,C5304H4896Mn4N816O1632,1,1,3.0
BAQWEY_clean,Ag620C2170N1240H50,1,1,3.0
BAQWIC_clean,Ag341C1302H30N744,1,1,3.0
BAQWOI_clean,Ag1612C7936N3968H224,1,1,3.0
BARZAW_clean,Zn372H132C6324N372O1488,1,1,3.0
BARZIE_clean,Co12H4092C6324N372O1488,1,1,3.0
BARZOK_clean,Cu372H132C6324N372O1488,1,1,3.0
BARZOL_charged,Ag496H320C9920N5952B496F1984,0,1,3.0
BARZUR_clean,Zn93H60C1860N1116,1,1,3.0
BASJUB_clean,Co4H2976C3596N496Cl248O992,1,2,3.0
BASSOF_clean,Dy248Ag248H64C4464N992O1984,1,2,3.0
BASSUL_clean,Er248Ag248H64C4464N992O1984,1,2,3.0
BASTAS_clean,Gd248Ag248H64C4464N992O1984,1,2,3.0
BASTEW_clean,Sm248Ag248H64C4464N992O1984,1,2,3.0
BASTIA_clean,Tb248Ag248H64C4464N992O1984,1,2,3.0
BASTUM_clean,Ho248Ag248H64C4464N992O1984,1,2,3.0
BAWRUO_clean,U496P744H24C372O2232,1,1,3.0
BAXFIR01_clean,N2448C1224H1224Fe2,1,1,3.0
BAXFIR02_clean,N2448C1224H1224Fe2,1,1,3.0
BAXFUD_clean,N2448C1224H1224Fe2,1,1,3.0
BAXGAK_clean,C1224N2448H1224Fe2,1,1,3.0
BAXLOD_clean,O816Ni4S204N204H1020C1020,1,1,3.0
BAXREY_clean,Cu1240H560W372C10416N4216O3720,1,1,3.0
BAXSIE_clean,Mg496H16C1240N496O1240,1,1,3.0
BAYCOU_clean,Ag372S248O1488H128C3224N992,1,1,3.0
BAZDAJ_charged,Mn124Cr124C3224O1736Fe4H2728N496Cl248,0,1,3.0
BAZDAJ_clean,C5304O2856Cr204Mn204H4488N816Cl408Fe4,0,1,3.0
BAZJET_clean,Mn6H1116C2232N1488O62,1,1,3.0
BAZJIX_clean,Mn10H1488C2976N1984O124,1,1,3.0
BEFGEA_clean5b,In306H120C11016O2448,1,1,3.0
BEFGEA_manual,In306H120C11016O2448,1,1,3.0
BEFKUU_clean,Al918P918O72,1,1,3.0
BEFLAB01_clean,Al1632P1632O128,1,1,3.0
BEFLEF_clean,Al816P816O64,1,1,3.0
BEFLIJ_clean,O64Al816P816,1,1,3.0
BEFLUV_clean,Al816P816O64,1,1,3.0
BEFMAC_clean,Al816P816O64,1,1,3.0
BEFMOQ_clean,Al408Co12P1020O4080,1,1,3.0
BEFMUW_clean,Al408Co12P1020O4080,1,1,3.0
BEFNAD_clean,Ga204Co16P1020O4080,1,1,3.0
BEFNEH_clean,Co16Ga408P1020O4080,1,1,3.0
BEFNIL_clean,O32Al408P408,1,1,3.0
BEFNOR_clean,Al816P816O68,1,1,3.0
BEFNUX_clean,Co12P816O3468Ga204,1,1,3.0
BEFPAF_clean,Al1020Co4P1224O4896,1,1,3.0
BEGBOG_clean,Na124H36C744O744,1,1,3.0
BEGDEY_clean,N3264C22032H176O3264Zn408Cu816,1,1,3.0
BEJZAS_clean,Zn124P248O992H12,1,1,3.0
BEKSAM_clean,Ga510P408O36,1,1,3.0
BEKYOG_clean,Cr4Ag186C744O1488,1,1,3.0
BEKYUM_clean,Ag1364Cr8O2976C1488K248,1,1,3.0
BEKZEX01_clean,Cs204Cr4Ag510C1224O2652,1,1,3.0
BEKZEX_clean,Cs204Cr4Ag510C1224O2652,1,1,3.0
BELJIL_clean,Cu186H90C2418N372O744,1,1,3.0
BELTOD_clean,Mn24P816H9384C17136O5712,1,1,3.0
BELTUJ_clean,Co24P816H9792C17136O5712,1,1,3.0
BELVAR_charged,Mn12P408H7344C9180Cl204O3468N204,0,1,3.0
BELVEV_charged,Mn6P204H4080C4896O1632N204,0,1,3.0
BELYIC_clean,Mg186H36C744O744,1,1,3.0
BENXOJ,Zn372H72C2480N496O992,1,1,3.0
BENXUP_clean,Zn186H36C1240N248O496,1,1,3.0
BENZOL_clean,Sr102C1836H16N612O102,1,1,3.0
BENZUR_clean,Ba102C1836H16N612O102,1,1,3.0
BEPBAB_clean,Ca62C1116H16N372O62,1,1,3.0
BEPLUF_clean,Zn186H66C1674N372O372,1,1,3.0
BEPMAM_clean,Zn186H66C1674N372O372,1,1,3.0
BEPMEQ_clean,Zn186H66C1674N372Cl186O372,1,1,3.0
BEPMIU_clean,Zn186H66C1674N372Cl186O372,1,1,3.0
BEPNER_clean,C4488H128N816O816Zn204,1,1,3.0
BEPNIV_clean,Zn186H60C1674N372O372,1,1,3.0
BEPNOB_clean,Zn186H60C1674N372O372,1,1,3.0
BEPNUH_clean,Zn186H66C1674Br186N372O372,1,1,3.0
BEPPAP_clean,Zn186H66C1674N372Cl186O372,1,1,3.0
BEPPIX_clean,Zn186H90C2046N372O372,1,1,3.0
BEPPOD_clean,Zn186H84C2046N372O372,1,1,3.0
BEPREV01_clean,O3978C22032H13464Ni18N1836,1,1,3.0
BEPREV02_clean,O3978C22032H13464Ni18N1836,1,1,3.0
BEPREV03_clean,O3978C22032H13464Ni18N1836,1,1,3.0
BEPREV_clean,O3978C22032H13464Ni18N1836,1,1,3.0
BEPRIZ_clean,Co6H2046C3534N186O806,1,1,3.0
BEPROF_clean,Ni6H2604C4464N372O806,1,1,3.0
BEPVAV_clean,Cu186H42C1240N496,1,1,3.0
BEPVEZ_clean,Cu186H42C1240N496,1,1,3.0
BEPVID_clean,Cu186H42C1240N496,1,1,3.0
BEPVOJ01_clean,Cu186H42C1240N496,1,1,3.0
BEPVOJ_clean,Cu186H42C1240N496,1,1,3.0
BEPWEA_clean,Cu248O1798C992H744Li16,1,1,3.0
BEPYIG_clean,Cu124H30C1426O558,1,1,3.0
BEQFEK_clean,Co16H6200C7688N992O1488,1,1,3.0
BERFIP_clean,Zn186H16C868N496O496,1,1,3.0
BERGAI_clean,Zn496H80C2976N1984O992,1,1,3.0
BERQIA_clean,O5952C11904H336N2480Cd744,1,1,3.0
BETDAH_clean,Ho124H28C1984N124O744,1,1,3.0
BETDEL_clean,Dy124H28C1984N124O744,1,1,3.0
BETDIP_clean,Tb124H32C1984N124O744,1,1,3.0
BETDOV_clean,Gd248O1984N496C4712H112,1,1,3.0
BETDUB_clean,Eu124H32C1984N124O744,1,1,3.0
BETFAJ_clean,Sm124H32C1984N124O744,1,1,3.0
BETFEN_clean,Pr124H32C1984N124O744,1,1,3.0
BETFIR_clean,Ce248O1984N248C4216H88,1,1,3.0
BETFOX_clean,Ce248O1984C4712H112N248,1,1,3.0
BETFUD_clean,Ce124H32C1984N124O744,1,1,3.0
BETGAK_clean,La124H32C1984N124O744,1,1,3.0
BETGEO_clean,N4896Ni36C3672H1224Cl765O612,1,1,3.0
BETGIS_clean,N4896Ni36Cl1377C3672H1224,1,1,3.0
BETGOY_clean,N4896Co36Cl765C3672H1224,1,1,3.0
BETGUE_clean,N4896Co12C3672H1224,1,1,3.0
BETHEP_clean,N4896Cd1836Cl612C3672H24,1,1,3.0
BETHIT_clean,N4896Cd612C3672H24,1,1,3.0
BETZOR_clean,Mn12P408H4896C8568O3060,1,1,3.0
BEVQID_clean,Sr31Zr31Cd1C248O496,1,1,3.0
BEVQUP_clean,Rb62Y2C248O496,1,1,3.0
BEVRAW_clean,Ca62Zr1C248O496,1,1,3.0
BEVWAB_clean,Cu248O868N496C3720H80Zn186,1,1,3.0
BEWRUR_clean,Ni12H9672C8184N744O2232,1,1,3.0
BEWSAY_clean,Ni12H9672C8184N744O2232,1,1,3.0
BEWVEG_clean,C3162O2856Cr204Mn6H2244N204,0,1,3.0
BEWVOQ_clean,C1224O2448Cr204Mn4,1,1,3.0
BEWWEH_clean,C2448O4896Cr408Mn8,1,1,3.0
BEXPAX_clean,Ni3H558C1302O558,1,1,3.0
BEXQIF_clean,Fe8N3672C2448,1,1,3.0
BEXQOL_clean,Co8N3672C2448,1,1,3.0
BEXQUR_clean,Ni8N3672C2448,1,1,3.0
BEXRAY_clean,Mn8N3672C2448,1,1,3.0
BEXREC_clean,Co8N3672C2448,1,1,3.0
BEXRIG_clean,Ni8N3672C2448,1,1,3.0
BEXRUT_clean,Ni6H992C1860N124O868,1,1,3.0
BEXSAA_clean,Mn6H992C1860N124O868,1,1,3.0
BEXSEE_clean,O1428C3060H1632N204Co6,1,1,3.0
BEXSII_clean,Cu186H32C1860N124O868,1,1,3.0
BEXTUV_clean,Mn4H868C1116O682,1,2,3.0
BEXVAD01_clean,Co8C3672H2448O2244,1,2,3.0
BEXVAD_clean,Co8O2244C3672H2856,1,2,3.0
BEXVEH_clean,Cu744H104C6448O3224,1,1,3.0
BEXVIL_clean,Cd248O1240C2232H40,1,1,3.0
BEYKEX_clean,U248S248O1736C1984H24,1,1,3.0
BEYSEF_clean,Co8H2232C1984N1240O496,1,1,3.0
BEZDUH_clean,Ag186N496C558H310Mn2,1,1,3.0
BEZSIK_clean,Bi204H8C204S204O612,1,1,2.0
BIBBUL_clean,Zn124H96C2976N744O496,1,1,3.0
BIBMAC_clean,Cd124Mo496C4278H68N1302O1612,1,1,3.0
BIBMEG_clean,Zn186C4340H60N1364O1736Mo496S62,1,1,3.0
BIBMIK_clean,Zn124Mo248C3906H82N1426O1488,1,1,3.0
BIBXOB_clean,Ni8H1674C2976N744O186,1,1,3.0
BIBXUH_clean,Ni8H1674C2232N744O186,1,1,3.0
BIBYAO_clean,Ni32O6120H15912C24480N4896,1,1,3.0
BICDAU_clean,Zn310H36C2232N1116,1,1,3.0
BICPOT_clean,P1632Al1632F8O6528,1,1,3.0
BICPUA_clean,Yb186H72C4092O806,1,1,3.0
BIDPOV_clean,Cu558C9486O2232H162,1,1,3.0
BIFGOO_clean,I816Cu714N612C3672H96O918K153,1,1,3.0
BIFKEI_clean,Cu186H46C1798N620Cl186O62,1,1,3.0
BIHBEB_clean,O806C3720H2976Cd93Cr6N372,1,1,3.0
BIHMUC_clean,Co3H992C1612N310O496,1,1,3.0
BIHRER_clean,Cu248N1612C6820H208O2852,1,1,3.0
BIJDUV_clean,Ti248Cd186H320C8432Br62N744O1178,1,1,3.0
BIJFAD_clean,Ti248Zn248H320C8432N744O1178,1,1,3.0
BIJJOV_clean,C7344H96Cd408O2448S408,1,1,3.0
BIMDEF_clean,Cu124H24C868O496,1,1,3.0
BIMDIL_clean,Cu124H24C868O496,1,1,3.0
BIMDOR_charged,Zn558P558H96C1488O2418N372,0,1,3.0
BINCUY_clean_b,H4836C6324Co6O1116N744,1,1,3.0
BINCUY_manual,H4836C6324Co6O1116N744,1,1,3.0
BINDAF_clean_b,H4836C6324Ni6O1116N744,1,1,3.0
BINDAF_manual,H4836C6324Ni6O1116N744,1,1,3.0
BINMIW_clean,Zn496N992C7688H192O2480,1,1,3.0
BIPBAF_clean,Cu744O3472C6448H88,1,1,3.0
BIPKIW_clean,Cu372Si248H192C9672O1488,1,1,3.0
BIPLIX_clean,Zn310Co4H2728C5208N744O1612,1,1,3.0
BIQFOW_clean,Ga612P612F4O2448,1,1,3.0
BIQHEQ_clean,Zn186Fe4H1488C2604N1116,1,1,3.0
BIQRIE_clean,C816Ga816H32O5304P1224,1,1,3.0
BIQVII_clean,Ce124H28C2976O1550,1,1,3.0
BIRGIU_clean,Mn12Br1020O1224N1020C4896H7752,1,1,3.0
BIRLIZ_clean,Ag372S1488H192C2232,1,1,3.0
BIRMUM_clean,Mn8O1836C9588H7956N204,1,1,3.0
BIRSEC_clean,Co14H1984C2976N248O1488,1,1,3.0
BIRSIG_clean,Ni14H1984C2976N248O1488,1,1,3.0
BIVXEK_clean,Co3H806C992N310O310,1,1,3.0
BIWHAQ_clean,Sn744P496O72,1,1,3.0
BIWSIK_ion_b,N6120C9792H4896Mn12O612Cl153,1,1,3.0
BIWYAH10_clean,Nd4C744N1116,1,1,3.0
BIXXIR_clean,W744La248O3472N496H16C1240Si62,1,1,3.0
BIXYEO_clean,Ce248Si62H16W744C1240N496O3472,1,1,3.0
BIYSUZ_clean,La248O1488C2604H36N372,1,1,3.0
BIYTAG_clean,Ce248O1488N372C2604H36,1,1,3.0
BIYTEJ,Zn186H12C1116N1860,1,1,3.0
BIYTOU_clean,Mn12O2448N612C4284H1836,1,1,3.0
BIYVEM_clean,Sm248O1488N372C2604H36,1,1,3.0
BIYVIQ_clean,Tb248O1488N372C2604H36,1,1,3.0
BIYXUE_charged,Dy186H192C7502N1488O1674S62F186,0,1,3.0
BIYYAL_charged,Ho186H192C7502N1488O1674S62F186,0,1,3.0
BIYYEP_charged,Er186H192C7502N1488O5208Mo1116S62F186,0,1,3.0
BIZLUT_clean,Tb186O1488N1488C7440H192,1,1,3.0
BIZMAA_clean,Dy186O1488N1488C7440H192,1,1,3.0
BIZMEE_clean,Ho186O1488N1488C7440H192,1,1,3.0
BIZMII_clean,Er186O1488N1488C7440H192,1,1,3.0
BOCKOT_clean,Tb248H32C1984N248O1736,1,1,3.0
BOCTEU01_clean,N3672Mn8,1,1,3.0
BOCTOE01_clean,Mn4N1836,1,1,3.0
BOCTOE02_clean,Mn4N1836,1,1,3.0
BOCTOE03_clean,Mn4N1836,1,1,3.0
BOCTOE04_clean,N1836Mn4,1,1,3.0
BOCTOE05_clean,N1836Mn4,1,1,3.0
BOCTOE_clean,Mn4N1836,1,1,3.0
BOFCEG_clean,Zn124N372O496C868H16,1,1,3.0
BOHGOU_clean,Mn2H124C248O248,1,1,3.0
BOHJOZ_auto,O3968Zr744C2976H64,1,1,3.0
BOHWOM_clean,Zr24O4960C10788,1,1,3.0
BOHXIH_clean,Zr744O4960C2976H80,1,1,3.0
BOJCIN_clean,Mo248H216C5456N248O992,1,1,3.0
BOJDAG_clean,P1020O3468H8Zr612F408,1,1,3.0
BOJYIK01_clean,Tb62O372C744H12,1,1,3.0
BOJYIK_clean,Tb62O372C744H12,1,1,3.0
BOKQEZ_clean,Mn16H744C2232S372O1674,1,1,3.0
BOLPAU_clean,Zn992Si496H256C13888O3968,1,2,3.0
BOLPEY_clean,Zn248Si124H64C2728O868,1,1,2.0
BOMCOX_clean,Zn248O1240N496C4960H104,1,2,3.0
BOMCUB_charged,In153C612O1224H12N153,0,1,3.0
BOMCUB_clean,In153H12C612N153O1224,0,1,3.0
BONMEX_clean,Ni4H1736C2480N496O558,1,1,3.0
BONNIC_clean,Cd62H34C1240N186O248,1,1,3.0
BONWAD_clean,Zn248H16C992O1116,1,1,3.0
BONWIL_clean,Zn248H56C2232N248O1240,1,1,3.0
BOPHEV_clean,Cd124O992C2728H40,1,1,3.0
BOPHIZ_clean,Cd186O992C2728H40,1,1,3.0
BOPWIO_clean,Ho248O1488C3720H96,1,1,3.0
BOQYUD_clean,P612H612O1836Fe10,1,1,3.0
BORBEQ_clean,Na124Ni4H4092C2604O2232,1,1,3.0
BOSHIC_clean,O2232C11718H180Cu558,1,1,3.0
BOTLED_clean,C510Eu204O1326H8,1,1,3.0
BOVHEB_clean,N1632O816Zn408C5712H64,1,1,3.0
BOWDIC_clean,Co18O4080N1836C11016H7344,1,1,3.0
BOWNUY_clean,N4896Cu612C3672H24,1,1,3.0
BOWQAG_SL,Zn124H56C2232N1240,1,1,3.0
BOWQAG_clean,Zn124H48C2232N1240,1,1,3.0
BOWRAH_clean,Fe6P408B204O2040H408,1,1,3.0
BOWSOW_clean,V124P372O744H4,1,1,3.0
BOWSUC_clean,V372P496H16F248O1488,1,1,3.0
BOWZUK_clean,Zn248N1736C6696H168,1,2,3.0
BOXYEU_clean,Mn8P204O2448H408C816,1,1,3.0
BOXYIY_clean,Mn6P204O2040H306C612,1,1,3.0
BOYCEY_auto,C13770H126O3672Cu918,1,1,3.0
BOYTEQ_clean,C4896H3264N408O816Mn4,1,1,3.0
BOYYOF_clean,Cd496O1984N496C7440H176,1,1,3.0
BOZFIH_clean,Zn372N620O1488C5208H92,1,1,3.0
BOZFON_clean,Cd372N992O1488C10044H200,1,1,3.0
BUBDIL_clean,C4284H3060O612Mn2K204,1,1,3.0
BUBQOE_clean,U248P496H24O1488,1,1,3.0
BUBTUP_clean,Cd496O1488N2728C8184H304,1,1,3.0
BUBWOM_clean,Zn372O1984N1240H104C5704,1,1,3.0
BUCROH_charged,Fe248Ni6H2728C3224O1612N124,0,1,3.0
BUCSAU_clean,O1836Co6C6324Fe408H5100,1,1,3.0
BUCSEY_clean,Ni6Fe248O1116H2480C3224,1,1,3.0
BUCSIC01_clean,Co6Fe248O1116H3100C3844,1,1,3.0
BUCSIC_charged,Fe248Co6H2728C3224O1612N124,0,1,3.0
BUCTUQ_clean,Zn496O1984N1984C13144H8928Co16,1,1,3.0
BUCVAY_clean,Co8N3264O3264C21624H14688Zn408,1,1,3.0
BUCVIG_clean,Co16O3264N3264C21624H14688,1,1,3.0
BUCWAZ_clean,Cd310O1488C3100H52,1,1,3.0
BUCYAA_clean,Zn868H104C2232N3968O992,1,1,3.0
BUDDIO_clean,K204H20C1224N204O612,1,1,3.0
BUFPIC_clean,O2232C21762H558Cu558,1,1,3.0
BUGSAY_clean,Dy124P124H44C868N124O620,1,1,3.0
BUGSEC_clean,Eu124P124H44C868N124O620,1,1,3.0
BUGSIG_clean,Gd124P124H44C868N124O620,1,1,3.0
BUGSOM_clean,Tb124P124H44C868N124O620,1,1,3.0
BUJKEW01_clean,Rb153Fe3C918N918,1,1,3.0
BUKMUQ01_clean,Zn124O496N124C868H12,1,1,3.0
BUKMUQ_clean,Zn124H12C868N124O496,1,1,3.0
BUKRUW01_clean,N2448Zn1632C4896H48O2244,1,1,3.0
BUKRUW02_clean,Zn868C2604H36N1488O1736,1,1,3.0
BUKRUW03_clean,Zn868C2604H48N1488O992,1,1,3.0
BUKYAJ_clean,O408C1428N204H1632Li4,1,1,3.0
BULBER_clean,O2356C3968H48Tb372N124,1,1,3.0
BUPDOH_clean,O2232C7812H126N2232Cu558,1,1,3.0
BUPVEP_clean,Ce24O3968C2976,1,1,3.0
BUQWER_clean,Cu279O1116N558C3348H72,1,1,3.0
BURHUS_clean,Co12P816O2448H816,1,1,3.0
BURJOO_clean,Co4H1612C2604N868O496,1,1,3.0
BURQIQ_clean,Cd310Na124C5208H96N248O1488,1,1,3.0
BUSGIG_clean,Dy124Cu124H32C1736N248O992,1,1,3.0
BUSGOM_clean,Sm124Cu124H32C1736N248O992,1,1,3.0
BUSNAF_clean,Co3H1860C2418N930,1,1,3.0
BUSQEM_clean,Mn2H992C2108N620,1,1,3.0
BUSQIQ_clean,Al204H10C510O816,1,1,3.0
BUSQUC_clean,Cu124H48C2232N124O496,1,1,3.0
BUSRUE_clean,C7752H80N816O1632Cd204,1,1,3.0
BUSSEP_clean,Nd1116N2728C6696H72O7688,1,1,3.0
BUSTAM_clean,Pr1116N2728C6696H72O7688,1,1,3.0
BUVHEH_clean,Ce62O372C744H12,1,1,3.0
BUVKUA_clean,Pr124O1054H26C930N372S62,1,1,3.0
BUVVIZ_clean,Tb620N1984O3968C11780H184,1,1,3.0
BUVVOF_clean,N3264O6936C19176H192Dy1428,1,1,3.0
BUVWOF02_clean,Fe3H1488C2232N930,1,1,3.0
BUVWOF03_clean,Fe6H2976C4464N1860,1,2,3.0
BUVXOG_clean,Fe3H1488C2232N930,1,1,3.0
BUVYEX_clean,Fe6H2976C4464N1860,1,2,3.0
BUVYIB01_clean,Fe3H1488C2232N930,1,1,3.0
BUVYIB_clean,Fe3H1488C2232N930,1,1,3.0
BUWGAC_clean,Cu124H24C1364N372O496,1,1,3.0
BUWGEG_clean,Cu124H24C1488N620O496,1,1,3.0
BUWLUC_clean,Pr248C1736H44N248O1488,1,1,3.0
BUWMAJ_clean,Nd248N248O992C1736H24,1,1,3.0
BUWMEN_clean,La248O1116H32N248C1736,1,1,3.0
BUWMIR_clean,Ce248O992N248C1736H24,1,1,3.0
BUXTOF_clean,Ag744N2976C6696H192,1,1,3.0
BUXTUL_clean,Ag620N2480C5580H160,1,1,3.0
BUYNAL_charged,Zn31H60C1860N434O372,0,1,3.0
CABDER_clean,Cd496O2480N1488H304C8928,1,2,3.0
CABJOH_clean,Ni8N1224C4080H2448,1,1,3.0
CABQEB_clean,Co20H3224C1984O2232,1,1,3.0
CACBUG_clean,O248N186C992H20Zn62,1,1,3.0
CACNOM_clean,Co10O4080H1632B408C3672In102,1,1,3.0
CADPIH_clean,Ga612P714O3060H6F204,1,1,3.0
CADPII_clean,Zn372H30C1674O1488,1,1,3.0
CADQAB_clean,Pr62H12C744O558,1,1,3.0
CADQOP_clean,Ce62H8C744O558,1,1,3.0
CADZIT_clean,C4488H72N816O1224Zn204,1,1,3.0
CAFRUX_clean,C7956H144S1224Ag408,1,1,3.0
CAGSAG_clean,Zn496H72C4464O1612,1,2,3.0
CAGXIU_clean,Ba204S204O1224C2856H32,1,1,3.0
CAHLEE_clean,Nd124Cu434H56C2604I372N434O868,1,1,3.0
CAHNEF_clean,Ag372P248H48C992S744O496F496,1,1,3.0
CAHQAG_clean,Mn2N204O510C2346H1734,1,1,3.0
CAHQOS_clean,Al408P408O34,1,1,3.0
CAHSOU_clean,Fe20P1428O5712F816,1,1,3.0
CAHVAJ_clean,V8P510O2040,1,1,3.0
CAJBUN_clean,Mo930O4650P372C3720H156N1860Na1302,1,1,3.0
CAJHUS03_clean,O612Fe2C306H306,1,1,3.0
CAJHUS04_clean,O612Fe2C306H306,1,1,3.0
CAJHUS_clean,O612Fe2C306H306,1,1,3.0
CAJLEH_clean,Cd186C2046H36N496O744,1,2,3.0
CAJQEL_clean,Cu248H44C2604O1240,1,1,3.0
CAJQIP_clean,Cu248H76C4092N496O1240,1,1,3.0
CAJVUG_charged,In204H96C6528O1632N204,0,2,3.0
CAJWAN_charged,Li2In204H3264C6120O1632,1,1,3.0
CAJWER_charged,In102H64C4488O816N102,0,2,3.0
CAJWIV_ion_b,O918C3468H2142In102Li2,0,1,3.0
CAKFEB01_clean,Gd248O1488C3720H96,1,1,3.0
CAKFEB_clean,Gd248H96C3720O1488,1,1,3.0
CAKFIF_clean,Tb248H96C3720O1488,1,1,3.0
CAKXET_clean,Sm124H8C868N248O744,1,1,3.0
CAKXIX_clean,Eu124H8C868N248O744,1,1,3.0
CAKXOD_clean,Gd124H8C868N248O744,1,1,3.0
CAKXUJ_clean,Tb124H8C868N248O744,1,1,3.0
CAKYAQ_clean,Dy124H8C868N248O744,1,1,3.0
CAKYEU_clean,Ho124H8C868N248O744,1,1,3.0
CAKYIY_clean,Er124H8C868N248O744,1,1,3.0
CAMROA_clean,Y496O2976C4464S744H48,1,1,3.0
CANRIU_clean,Mg186Si124H64C3472O992,1,1,3.0
CANROA_clean,Co6Si204H3264C5712O1632,1,1,3.0
CANRUG_clean,Ca186Si124H68C3472O992,1,1,3.0
CANYIB_clean,Co18H1860C2976N186O2046,1,1,3.0
